"","ID","year","TL","sex","island_ID","survival","age","first_year","last_year","brood_ID","min_lifespan_years","recruits","tarsres"
"23",75,1995,0.76,1,27,0,1,1994,1995,"1994.27.B.21.2",1,0,1.420689858
"24",78,1995,0.71,2,27,1,1,1994,1996,"1994.27.B.53.1",2,0,0.976956464
"25",78,1996,0.71,2,27,0,2,1994,1996,"1994.27.B.53.1",2,0,0.976956464
"26",79,1995,0.79,2,27,1,1,1994,1996,"1994.27.B.51.1",2,1,-0.55466825
"27",79,1996,0.79,2,27,0,2,1994,1996,"1994.27.B.51.1",2,0,-0.55466825
"28",81,1995,0.64,1,27,1,1,1994,2000,"1994.27.B.51.1",6,0,-0.774689514
"29",81,1996,0.64,1,27,1,2,1994,2000,"1994.27.B.51.1",6,0,-0.774689514
"30",81,1997,0.64,1,27,1,3,1994,2000,"1994.27.B.51.1",6,0,-0.774689514
"31",81,1998,0.64,1,27,1,4,1994,2000,"1994.27.B.51.1",6,0,-0.774689514
"32",81,1999,0.64,1,27,1,5,1994,2000,"1994.27.B.51.1",6,0,-0.774689514
"33",81,2000,0.64,1,27,0,6,1994,2000,"1994.27.B.51.1",6,0,-0.774689514
"34",87,1996,0.89,2,27,0,1,1995,1996,"1995.27.B.12.1",1,0,-0.15466825
"35",91,1996,1.21,1,27,0,1,1995,1996,"1995.27.B.7.B.1",1,3,1.079681922
"36",127,1995,0.73,1,27,1,1,1994,1996,"1994.27.B.4.B.2",2,1,-0.020318078
"37",127,1996,0.73,1,27,0,2,1994,1996,"1994.27.B.4.B.2",2,0,-0.020318078
"38",132,1995,1.05,1,27,0,1,1994,1995,"1994.27.B.19.1",1,0,-0.392617079
"39",138,1995,0.89,2,27,0,1,1994,1995,"1994.27.A.9.1",1,0,0.360351807
"40",140,1995,0.76,2,27,1,1,1994,1997,"1994.27.A.7.A.1",3,0,-0.323043536
"41",140,1996,0.76,2,27,1,2,1994,1997,"1994.27.A.7.A.1",3,0,-0.323043536
