"","ID","year","TL","sex","island_ID","survival","age","first_year","last_year","brood_ID","min_lifespan_years","recruits","tarsres"
"42",140,1997,0.76,2,27,0,3,1994,1997,"1994.27.A.7.A.1",3,0,-0.323043536
"43",141,1995,0.73,1,27,1,1,1994,1996,"1994.27.A.7.A.1",2,0,0.552324444
"44",141,1996,0.73,1,27,0,2,1994,1996,"1994.27.A.7.A.1",2,0,0.552324444
"45",144,1995,0.6,1,27,1,1,1994,2001,"1994.27.A.4.A.2",7,0,0.052324444
"46",144,1996,0.6,1,27,1,2,1994,2001,"1994.27.A.4.A.2",7,0,0.052324444
"47",144,1997,0.6,1,27,1,3,1994,2001,"1994.27.A.4.A.2",7,0,0.052324444
"48",144,1998,0.6,1,27,1,4,1994,2001,"1994.27.A.4.A.2",7,5,0.052324444
"49",144,1999,0.6,1,27,1,5,1994,2001,"1994.27.A.4.A.2",7,0,0.052324444
"50",144,2000,0.6,1,27,1,6,1994,2001,"1994.27.A.4.A.2",7,2,0.052324444
"51",144,2001,0.6,1,27,0,7,1994,2001,"1994.27.A.4.A.2",7,0,0.052324444
"52",148,1995,0.6,1,27,1,1,1994,1997,"1994.27.B.2.B.2",3,0,0.707382921
"53",148,1996,0.6,1,27,1,2,1994,1997,"1994.27.B.2.B.2",3,0,0.707382921
"54",148,1997,0.6,1,27,0,3,1994,1997,"1994.27.B.2.B.2",3,0,0.707382921
"55",153,1995,0.66,1,27,1,1,1994,1997,"1994.27.B.24.1",3,0,-0.51457256
"56",153,1996,0.66,1,27,1,2,1994,1997,"1994.27.B.24.1",3,4,-0.51457256
"57",153,1997,0.66,1,27,0,3,1994,1997,"1994.27.B.24.1",3,1,-0.51457256
"58",157,1995,0.66,2,27,1,1,1994,1996,"1994.27.A.33.B.1",2,0,1.549486549
"59",157,1996,0.66,2,27,0,2,1994,1996,"1994.27.A.33.B.1",2,0,1.549486549
"60",160,1995,0.74,1,27,1,1,1994,1999,"1994.27.A.5.A.1",5,0,2.246329735
"61",160,1996,0.74,1,27,1,2,1994,1999,"1994.27.A.5.A.1",5,0,2.246329735
"62",160,1997,0.74,1,27,1,3,1994,1999,"1994.27.A.5.A.1",5,1,2.246329735
"63",160,1998,0.74,1,27,1,4,1994,1999,"1994.27.A.5.A.1",5,0,2.246329735
"64",160,1999,0.74,1,27,0,5,1994,1999,"1994.27.A.5.A.1",5,0,2.246329735
"65",169,1996,1.39,1,27,0,1,1995,1996,"1995.27.B.2.B.2",1,0,0.398640048
"66",170,1996,1.41,2,27,1,1,1995,2000,"1995.27.B.2.B.2",5,0,-1.202141072
"67",170,1997,1.41,2,27,1,2,1995,2000,"1995.27.B.2.B.2",5,0,-1.202141072
"68",170,1998,1.41,2,27,1,3,1995,2000,"1995.27.B.2.B.2",5,0,-1.202141072
"69",170,1999,1.41,2,27,1,4,1995,2000,"1995.27.B.2.B.2",5,0,-1.202141072
"70",170,2000,1.41,2,27,0,5,1995,2000,"1995.27.B.2.B.2",5,0,-1.202141072
"71",174,1997,0.7,2,27,0,1,1996,1997,"1996.27.B.15.1",1,1,-1.15466825
"72",199,1996,1.16,2,27,0,1,1995,1996,"1995.27.A.1.A.1",1,0,0.634537996
"73",211,1996,1.61,2,27,0,1,1995,1996,"1995.27.B.17.1",1,1,-1.465462004
"74",223,1996,0.81,2,27,0,1,1995,1996,"1995.27.B.18.1",1,0,0.034537996
"75",254,1997,0.7,1,27,0,1,1996,1997,"1996.27.B.6.2",1,0,1.425310486
"76",257,1997,0.82,1,27,1,1,1996,1998,"1996.27.B.6.2",2,0,-1.174689514
"77",257,1998,0.82,1,27,0,2,1996,1998,"1996.27.B.6.2",2,0,-1.174689514
"78",258,1997,0.81,1,27,0,1,1996,1997,"1996.27.A.28.1",1,0,-0.674689514
"79",270,1997,1.14,2,27,0,1,1996,1997,"1996.27.A.28.1",1,0,1.04533175
"80",271,1997,0.87,2,27,0,1,1996,1997,"1996.27.A.5.1",1,4,1.497858928
"81",272,1997,0.9,1,27,1,1,1996,1999,"1996.27.A.5.1",3,0,1.398640048
"82",272,1998,0.9,1,27,1,2,1996,1999,"1996.27.A.5.1",3,0,1.398640048
"83",272,1999,0.9,1,27,0,3,1996,1999,"1996.27.A.5.1",3,0,1.398640048
"84",287,1997,0.92,1,27,1,1,1996,1999,"1996.27.A.46.1",3,4,0.93542744
"85",287,1998,0.92,1,27,1,2,1996,1999,"1996.27.A.46.1",3,1,0.93542744
"86",287,1999,0.92,1,27,0,3,1996,1999,"1996.27.A.46.1",3,0,0.93542744
"87",301,2008,0.98,2,27,1,1,2007,2010,"2007.27.A.40.A.3",3,0,2.019486549
"88",301,2009,0.98,2,27,1,2,2007,2010,"2007.27.A.40.A.3",3,1,2.019486549
"89",301,2010,0.98,2,27,0,3,2007,2010,"2007.27.A.40.A.3",3,3,2.019486549
"90",313,1999,1.06,2,27,1,1,1998,2000,"1998.27.A.14.A.1",2,0,-2.00726693
"91",313,2000,1.06,2,27,0,2,1998,2000,"1998.27.A.14.A.1",2,0,-2.00726693
"92",314,1999,1.61,1,27,0,1,1998,1999,"1998.27.B.9.A.1",1,1,0.879681922
"93",316,1999,1.01,1,27,1,1,1998,2000,"1998.27.B.9.A.1",2,0,0.379681922
"94",316,2000,1.01,1,27,0,2,1998,2000,"1998.27.B.9.A.1",2,2,0.379681922
"95",336,1998,0.66,2,27,0,1,1997,1998,"1997.27.A.14.A.1",1,0,-0.823258046
"96",357,1998,0.6,1,27,0,1,1997,1998,"1997.27.B.2.A.2",1,0,1.025310486
"97",358,1998,0.76,1,27,1,1,1997,1999,"1997.27.A.69.A.1",2,0,-1.253670265
"98",358,1999,0.76,1,27,0,2,1997,1999,"1997.27.A.69.A.1",2,0,-1.253670265
"99",362,1998,0.7,1,27,0,1,1997,1998,"1997.27.A.69.A.1",1,0,-0.453670265
"100",368,1998,1.57,2,27,1,1,1997,2000,"1997.27.A.13.A.2",3,0,1.260351807
"101",368,1999,1.57,2,27,1,2,1997,2000,"1997.27.A.13.A.2",3,1,1.260351807
"102",368,2000,1.57,2,27,0,3,1997,2000,"1997.27.A.13.A.2",3,0,1.260351807
"103",371,1998,0.7,1,27,0,1,1997,1998,"1997.27.B.98.A.1",1,0,1.646329735
"104",372,1998,0.73,2,27,0,1,1997,1998,"1997.27.B.98.A.1",1,1,2.555368956
"105",375,1998,0.76,1,27,0,1,1997,1998,"1997.27.B.3.A.2",1,0,0.125310486
"106",376,1998,0.74,1,27,1,1,1997,1999,"1997.27.B.3.A.2",2,0,0.925310486
"107",376,1999,0.74,1,27,0,2,1997,1999,"1997.27.B.3.A.2",2,2,0.925310486
"108",377,1998,0.72,2,27,0,1,1997,1998,"1997.27.B.3.A.2",1,0,-0.75466825
"109",381,1998,0.66,2,27,0,1,1997,1998,"1997.27.A.99.A.1",1,0,0.097858928
"110",385,1998,0.96,2,27,0,1,1997,1998,"1997.27.A.82.A.1",1,2,-0.165462004
"111",386,1998,1.05,2,27,0,1,1997,1998,"1997.27.A.82.A.1",1,2,0.034537996
"112",387,1998,0.9,2,27,1,1,1997,1999,"1997.27.A.82.A.1",2,1,1.034537996
"113",387,1999,0.9,2,27,0,2,1997,1999,"1997.27.A.82.A.1",2,1,1.034537996
"114",388,1998,1,2,27,1,1,1997,1999,"1997.27.A.82.A.1",2,0,-0.365462004
"115",388,1999,1,2,27,0,2,1997,1999,"1997.27.A.82.A.1",2,0,-0.365462004
"116",390,1998,0.87,2,27,0,1,1997,1998,"1997.27.A.73.A.1",1,0,0.176741954
"117",395,1998,1.64,1,27,0,1,1997,1998,"1997.27.B.75.A.1",1,1,0.279681922
"118",397,1998,1.67,1,27,1,1,1997,1999,"1997.27.B.25.A.1",2,0,-0.153670265
"119",397,1999,1.67,1,27,0,2,1997,1999,"1997.27.B.25.A.1",2,0,-0.153670265
"120",401,1998,0.78,1,27,1,1,1997,2000,"1997.27.A.15.A.2",3,1,0.225310486
"121",401,1999,0.78,1,27,1,2,1997,2000,"1997.27.A.15.A.2",3,0,0.225310486
"122",401,2000,0.78,1,27,0,3,1997,2000,"1997.27.A.15.A.2",3,2,0.225310486
"123",404,1998,0.97,1,27,0,1,1997,1998,"1997.27.A.14.A.2",1,0,0.825310486
"124",405,1998,1.32,1,27,0,1,1997,1998,"1997.27.A.14.A.2",1,0,1.025310486
"125",414,1999,0.93,1,27,1,1,1998,2000,"1998.27.A.22.A.1",2,0,-0.127686869
"126",414,2000,0.93,1,27,0,2,1998,2000,"1998.27.A.22.A.1",2,0,-0.127686869
"127",420,1999,0.68,1,27,1,1,1998,2000,"1998.27.A.30.A.1",2,0,-0.601359952
"128",420,2000,0.68,1,27,0,2,1998,2000,"1998.27.A.30.A.1",2,0,-0.601359952
"129",425,1999,0.96,1,27,0,1,1998,1999,"1998.27.B.38.A.1",1,0,1.698640048
"130",428,1999,0.7,1,27,0,1,1998,1999,"1998.27.B.38.A.1",1,0,1.798640048
"131",436,1999,0.86,1,27,0,1,1998,1999,"1998.27.A.43.A.1",1,0,0.252324444
"132",438,1999,0.97,2,27,0,1,1998,1999,"1998.27.B.3.A.2",1,0,0.94533175
"133",439,1999,0.92,2,27,1,1,1998,2000,"1998.27.B.3.A.2",2,0,0.54533175
"134",439,2000,0.92,2,27,0,2,1998,2000,"1998.27.B.3.A.2",2,0,0.54533175
"135",441,1999,0.66,2,27,0,1,1998,1999,"1998.27.B.5.A.2",1,0,1.334537996
"136",445,1999,0.65,1,27,0,1,1998,1999,"1998.27.B.23.A.2",1,0,2.346329735
"137",447,1999,0.72,2,27,1,1,1998,2000,"1998.27.B.23.A.2",2,0,1.455368956
"138",447,2000,0.72,2,27,0,2,1998,2000,"1998.27.B.23.A.2",2,0,1.455368956
"139",452,1999,0.7,1,27,1,1,1998,2007,"1998.27.B.25.A.2",9,0,2.725310486
"140",452,2000,0.7,1,27,1,2,1998,2007,"1998.27.B.25.A.2",9,3,2.725310486
"141",452,2001,0.7,1,27,1,3,1998,2007,"1998.27.B.25.A.2",9,0,2.725310486
"142",452,2002,0.7,1,27,1,4,1998,2007,"1998.27.B.25.A.2",9,5,2.725310486
"143",452,2003,0.7,1,27,1,5,1998,2007,"1998.27.B.25.A.2",9,1,2.725310486
"144",452,2004,0.7,1,27,1,6,1998,2007,"1998.27.B.25.A.2",9,1,2.725310486
"145",452,2005,0.7,1,27,1,7,1998,2007,"1998.27.B.25.A.2",9,0,2.725310486
"146",452,2006,0.7,1,27,1,8,1998,2007,"1998.27.B.25.A.2",9,0,2.725310486
