ID;year;TL;sex;island_ID;survival;age;first_year;last_year;brood_ID;min_lifespan_years;recruits;tarsres
990;2005;0.94;1;27;1;1;2004;2006;2004.27.B.112.A.1;2;0;-1.727686869
990;2006;0.94;1;27;0;2;2004;2006;2004.27.B.112.A.1;2;2;-1.727686869
992;2005;1.05;2;27;1;1;2004;2007;2004.27.A.40.A.1;3;0;-1.902141072
992;2006;1.05;2;27;1;2;2004;2007;2004.27.A.40.A.1;3;0;-1.902141072
992;2007;1.05;2;27;0;3;2004;2007;2004.27.A.40.A.1;3;0;-1.902141072
1003;2005;1.21;1;23;0;1;2004;2005;2004.23.A.497.A.1;1;0;-3.048964321
1016;2005;1.01;1;23;0;1;2004;2005;2004.23.A.4.A.1;1;1;-0.387845495
1021;2006;0.91;1;23;0;1;2005;2006;2005.23.A.516.A.1;1;2;0.689750613
1022;2006;1.06;1;23;0;1;2005;2006;2005.23.A.516.A.1;1;0;-0.540249387
1026;2006;1;2;23;1;1;2005;2007;2005.23.A.33.A.1;2;0;0.260069768
1026;2007;1;2;23;0;2;2005;2007;2005.23.A.33.A.1;2;0;0.260069768
1040;2005;1.07;2;23;1;1;2004;2007;2004.23.A.518.A.1;3;0;-1.731933973
1040;2006;1.07;2;23;1;2;2004;2007;2004.23.A.518.A.1;3;0;-1.731933973
1040;2007;1.07;2;23;0;3;2004;2007;2004.23.A.518.A.1;3;0;-1.731933973
1053;2005;0.72;2;27;1;1;2004;2007;2004.27.A.75.A.1;3;0;1.176956464
1053;2006;0.72;2;27;1;2;2004;2007;2004.27.A.75.A.1;3;1;1.176956464
1053;2007;0.72;2;27;0;3;2004;2007;2004.27.A.75.A.1;3;1;1.176956464
1055;2005;0.68;1;27;0;1;2004;2005;2004.27.A.75.A.1;1;1;1.352324444
1062;2005;0.86;2;27;0;1;2004;2005;2004.27.B.123.A.1;1;0;-1.993043536
1065;2005;1.34;1;27;1;1;2004;2008;2004.27.B.102.A.1;4;3;0.232324444
1065;2006;1.34;1;27;1;2;2004;2008;2004.27.B.102.A.1;4;2;0.232324444
1065;2007;1.34;1;27;1;3;2004;2008;2004.27.B.102.A.1;4;0;0.232324444
1065;2008;1.34;1;27;0;4;2004;2008;2004.27.B.102.A.1;4;2;0.232324444
1071;2006;0.84;1;23;1;1;2005;2011;2005.23.A.593.A.1;6;0;0.893824005
1071;2007;0.84;1;23;1;2;2005;2011;2005.23.A.593.A.1;6;0;0.893824005
1071;2008;0.84;1;23;1;3;2005;2011;2005.23.A.593.A.1;6;1;0.893824005
1071;2009;0.84;1;23;1;4;2005;2011;2005.23.A.593.A.1;6;0;0.893824005
1071;2010;0.84;1;23;1;5;2005;2011;2005.23.A.593.A.1;6;2;0.893824005
1071;2011;0.84;1;23;0;6;2005;2011;2005.23.A.593.A.1;6;2;0.893824005
1089;2006;0.91;1;23;0;1;2005;2006;2005.23.A.507.A.1;1;1;0.056394136
1097;2006;1.06;1;27;1;1;2005;2007;2005.27.B.124.A.1;2;0;0.798640048
1097;2007;1.06;1;27;0;2;2005;2007;2005.27.B.124.A.1;2;1;0.798640048
1130;2006;0.79;1;23;1;1;2005;2007;2005.23.A.495.A.2;2;2;0.086394136
1130;2007;0.79;1;23;0;2;2005;2007;2005.23.A.495.A.2;2;0;0.086394136
1137;2006;0.8;2;23;0;1;2005;2006;2005.23.A.512.A.2;1;1;-0.013064226
1141;2006;0.81;1;23;1;1;2005;2007;2005.23.A.502.C.2;2;0;1.912154505
1141;2007;0.81;1;23;0;2;2005;2007;2005.23.A.502.C.2;2;0;1.912154505
1173;2008;0.89;2;23;0;1;2007;2008;2007.23.A.8.A.2;1;0;-0.123064226
1201;2008;0.85;1;23;1;1;2007;2011;2007.23.A.93.A.3;4;0;0.961035679
1201;2009;0.85;1;23;1;2;2007;2011;2007.23.A.93.A.3;4;0;0.961035679
1201;2010;0.85;1;23;1;3;2007;2011;2007.23.A.93.A.3;4;4;0.961035679
1201;2011;0.85;1;23;0;4;2007;2011;2007.23.A.93.A.3;4;1;0.961035679
1202;2008;1.02;1;23;0;1;2007;2008;2007.23.A.93.A.3;1;0;0.311035679
1206;2008;0.89;2;23;1;1;2007;2011;2007.23.A.111.A.3;4;0;1.510924552
1206;2009;0.89;2;23;1;2;2007;2011;2007.23.A.111.A.3;4;0;1.510924552
1206;2010;0.89;2;23;1;3;2007;2011;2007.23.A.111.A.3;4;0;1.510924552
1206;2011;0.89;2;23;0;4;2007;2011;2007.23.A.111.A.3;4;0;1.510924552
1236;2008;0.72;1;27;0;1;2007;2008;2007.27.B.313.A.1;1;1;0.542324444
1240;2008;1.05;1;27;1;1;2007;2012;2007.27.B.401.A.1;5;0;1.418640048
1240;2009;1.05;1;27;1;2;2007;2012;2007.27.B.401.A.1;5;0;1.418640048
1240;2010;1.05;1;27;1;3;2007;2012;2007.27.B.401.A.1;5;1;1.418640048
1240;2011;1.05;1;27;1;4;2007;2012;2007.27.B.401.A.1;5;0;1.418640048
1240;2012;1.05;1;27;0;5;2007;2012;2007.27.B.401.A.1;5;3;1.418640048
1258;2008;0.81;1;27;1;1;2007;2010;2007.27.B.306.A.1;3;0;1.812324444
1258;2009;0.81;1;27;1;2;2007;2010;2007.27.B.306.A.1;3;1;1.812324444
1258;2010;0.81;1;27;0;3;2007;2010;2007.27.B.306.A.1;3;1;1.812324444
1264;2008;0.88;2;27;0;1;2007;2008;2007.27.B.258.A.1;1;0;2.677858928
1271;2009;1.01;1;23;0;1;2008;2009;2008.23.A.111.A.1;1;1;-1.251770124
1296;2009;0.94;2;27;1;1;2008;2011;2008.27.A.40.A.2;3;0;0.396956464
1296;2010;0.94;2;27;1;2;2008;2011;2008.27.A.40.A.2;3;3;0.396956464
1296;2011;0.94;2;27;0;3;2008;2011;2008.27.A.40.A.2;3;0;0.396956464
1308;2006;0.84;1;27;0;1;2005;2006;2005.27.B.124.A.2;1;0;1.327382921
1318;2006;1.21;1;27;1;1;2005;2007;2005.27.B.303.A.3;2;1;0.852324444
1318;2007;1.21;1;27;0;2;2005;2007;2005.27.B.303.A.3;2;0;0.852324444
1330;2006;0.71;1;27;1;1;2005;2010;2005.27.A.40.A.2;5;0;2.835310486
1330;2007;0.71;1;27;1;2;2005;2010;2005.27.A.40.A.2;5;0;2.835310486
1330;2008;0.71;1;27;1;3;2005;2010;2005.27.A.40.A.2;5;2;2.835310486
1330;2009;0.71;1;27;1;4;2005;2010;2005.27.A.40.A.2;5;1;2.835310486
1330;2010;0.71;1;27;0;5;2005;2010;2005.27.A.40.A.2;5;1;2.835310486
1332;2006;0.84;1;27;1;1;2005;2008;2005.27.A.40.A.2;3;0;1.185310486
1332;2007;0.84;1;27;1;2;2005;2008;2005.27.A.40.A.2;3;0;1.185310486
1332;2008;0.84;1;27;0;3;2005;2008;2005.27.A.40.A.2;3;0;1.185310486
1333;2006;1.34;2;23;1;1;2005;2007;2005.23.A.80.A.2;2;0;-0.448771603
1333;2007;1.34;2;23;0;2;2005;2007;2005.23.A.80.A.2;2;0;-0.448771603
1340;2006;1;2;23;1;1;2005;2007;2005.23.A.66.A.2;2;0;1.308664045
1340;2007;1;2;23;0;2;2005;2007;2005.23.A.66.A.2;2;0;1.308664045
1343;2006;0.56;1;23;0;1;2005;2006;2005.23.A.81.A.1;1;0;-0.248964321
1350;2006;1.06;1;27;0;1;2005;2006;2005.27.B.124.A.2;1;1;1.552313131
1363;2006;0.98;1;23;1;1;2005;2008;2005.23.A.33.A.2;3;0;0.151035679
1363;2007;0.98;1;23;1;2;2005;2008;2005.23.A.33.A.2;3;0;0.151035679
1363;2008;0.98;1;23;0;3;2005;2008;2005.23.A.33.A.2;3;0;0.151035679
1370;2006;0.93;2;27;0;1;2005;2006;2005.27.B.215.A.1;1;0;0.834537996
1396;2007;0.84;1;23;1;1;2006;2011;2006.23.A.93.A.2;5;0;1.152154505
1396;2008;0.84;1;23;1;2;2006;2011;2006.23.A.93.A.2;5;2;1.152154505
1396;2009;0.84;1;23;1;3;2006;2011;2006.23.A.93.A.2;5;1;1.152154505
1396;2010;0.84;1;23;1;4;2006;2011;2006.23.A.93.A.2;5;2;1.152154505
1396;2011;0.84;1;23;0;5;2006;2011;2006.23.A.93.A.2;5;0;1.152154505
1409;2006;0.74;2;23;0;1;2005;2006;2005.23.A.100.A.1;1;0;0.240069768
1432;2007;1.51;1;27;1;1;2006;2009;2006.27.B.111.A.2;3;3;1.952324444
1432;2008;1.51;1;27;1;2;2006;2009;2006.27.B.111.A.2;3;1;1.952324444
1432;2009;1.51;1;27;0;3;2006;2009;2006.27.B.111.A.2;3;3;1.952324444
1433;2007;1.32;2;27;0;1;2006;2007;2006.27.B.111.A.2;1;0;1.886956464
1440;2007;1.27;1;27;0;1;2006;2007;2006.27.B.214.A.2;1;0;0.552324444
1442;2007;1;1;27;1;1;2006;2008;2006.27.B.214.A.2;2;0;1.052324444
1442;2008;1;1;27;0;2;2006;2008;2006.27.B.214.A.2;2;2;1.052324444
1452;2007;0.85;2;27;0;1;2006;2007;2006.27.B.18.A.1;1;0;1.85533175
1455;2007;1.24;2;27;1;1;2006;2008;2006.27.A.75.A.1;2;0;1.436956464
1455;2008;1.24;2;27;0;2;2006;2008;2006.27.A.75.A.1;2;0;1.436956464
1466;2007;0.88;2;27;1;1;2006;2009;2006.27.A.32.A.2;3;0;1.026956464
1466;2008;0.88;2;27;1;2;2006;2009;2006.27.A.32.A.2;3;0;1.026956464
1466;2009;0.88;2;27;0;3;2006;2009;2006.27.A.32.A.2;3;0;1.026956464
1479;2007;1.23;1;27;0;1;2006;2007;2006.27.A.315.A.1;1;0;-0.647675556
1486;2007;1.17;1;27;0;1;2006;2007;2006.27.B.107.A.1;1;0;-1.304689514
1502;2007;1;2;27;0;1;2006;2007;2006.27.B.15.A.1;1;0;-0.05726693
1503;2007;1.09;2;27;0;1;2006;2007;2006.27.B.15.A.1;1;1;1.27273307
1528;2008;0.9;2;27;0;1;2007;2008;2007.27.B.102.A.1;1;0;0.994537996
1530;2008;0.79;1;27;1;1;2007;2010;2007.27.B.104.A.1;3;0;-0.737686869
1530;2009;0.79;1;27;1;2;2007;2010;2007.27.B.104.A.1;3;2;-0.737686869
1530;2010;0.79;1;27;0;3;2007;2010;2007.27.B.104.A.1;3;3;-0.737686869
1541;2008;0.84;2;27;1;1;2007;2010;2007.27.B.87.A.1;3;0;0.326956464
1541;2009;0.84;2;27;1;2;2007;2010;2007.27.B.87.A.1;3;1;0.326956464
1541;2010;0.84;2;27;0;3;2007;2010;2007.27.B.87.A.1;3;1;0.326956464
1552;2007;0.86;2;27;0;1;2006;2007;2006.27.A.398.A.1;1;1;-0.565462004
1556;2007;0.77;2;23;1;1;2006;2009;2006.23.A.100.A.1;3;0;-1.979930232
1556;2008;0.77;2;23;1;2;2006;2009;2006.23.A.100.A.1;3;0;-1.979930232
1556;2009;0.77;2;23;0;3;2006;2009;2006.23.A.100.A.1;3;0;-1.979930232
1557;2007;0.61;2;23;1;1;2006;2008;2006.23.A.100.B.1;2;0;0.610069768
1557;2008;0.61;2;23;0;2;2006;2008;2006.23.A.100.B.1;2;0;0.610069768
1572;2007;0.87;2;23;0;1;2006;2007;2006.23.A.506.A.1;1;0;1.468066027
1579;2007;0.78;2;23;0;1;2006;2007;2006.23.A.502.B.1;1;0;1.486935774
1586;2007;1.16;1;27;0;1;2006;2007;2006.27.B.118.A.2;1;0;1.932324444
1587;2007;0.93;1;27;0;1;2006;2007;2006.27.B.118.A.2;1;0;2.622324444
1588;2007;0.79;1;27;1;1;2006;2009;2006.27.B.313.A.1;3;0;0.565310486
1588;2008;0.79;1;27;1;2;2006;2009;2006.27.B.313.A.1;3;1;0.565310486
1588;2009;0.79;1;27;0;3;2006;2009;2006.27.B.313.A.1;3;0;0.565310486
1629;2007;0.76;2;27;0;1;2006;2007;2006.27.B.310.A.2;1;1;0.09533175
1630;2008;0.8;2;23;1;1;2007;2014;2007.23.A.33.A.1;7;0;0.336935774
1630;2009;0.8;2;23;1;2;2007;2014;2007.23.A.33.A.1;7;1;0.336935774
1630;2010;0.8;2;23;1;3;2007;2014;2007.23.A.33.A.1;7;5;0.336935774
1630;2011;0.8;2;23;1;4;2007;2014;2007.23.A.33.A.1;7;1;0.336935774
1630;2012;0.8;2;23;1;5;2007;2014;2007.23.A.33.A.1;7;4;0.336935774
1630;2013;0.8;2;23;1;6;2007;2014;2007.23.A.33.A.1;7;5;0.336935774
1653;2008;0.66;2;23;1;1;2007;2009;2007.23.A.593.A.1;2;0;0.770069768
1653;2009;0.66;2;23;0;2;2007;2009;2007.23.A.593.A.1;2;1;0.770069768
1659;2008;0.73;1;23;0;1;2007;2008;2007.23.A.93.A.1;1;0;-0.630249387
1660;2008;0.74;2;23;0;1;2007;2008;2007.23.A.111.A.1;1;3;0.438664045
1684;2009;1.59;1;23;1;1;2008;2011;2008.23.A.593.A.2;3;0;-0.006175995
1684;2010;1.59;1;23;1;2;2008;2011;2008.23.A.593.A.2;3;0;-0.006175995
1684;2011;1.59;1;23;0;3;2008;2011;2008.23.A.593.A.2;3;0;-0.006175995
1689;2009;0.87;1;27;0;1;2008;2009;2008.27.B.832.A.1;1;1;-0.287675556
1705;2009;0.72;2;23;0;1;2008;2009;2008.23.A.502.B.2;1;0;0.610924552
1712;2009;0.78;2;23;0;1;2008;2009;2008.23.A.115.A.2;1;2;-0.981933973
1713;2009;1.14;2;23;1;1;2008;2011;2008.23.A.115.A.2;3;1;0.218066027
1713;2010;1.14;2;23;1;2;2008;2011;2008.23.A.115.A.2;3;2;0.218066027
1713;2011;1.14;2;23;0;3;2008;2011;2008.23.A.115.A.2;3;0;0.218066027
1714;2009;1.13;2;23;1;1;2008;2010;2008.23.A.115.A.2;2;0;0.568066027
1714;2010;1.13;2;23;0;2;2008;2010;2008.23.A.115.A.2;2;3;0.568066027
1716;2009;0.87;1;23;0;1;2008;2009;2008.23.A.87.A.1;1;0;2.172154505
1725;2009;0.96;2;27;1;1;2008;2010;2008.27.B.834.A.1;2;2;1.047611667
1725;2010;0.96;2;27;0;2;2008;2010;2008.27.B.834.A.1;2;1;1.047611667
1729;2009;0.88;2;27;0;1;2008;2009;2008.27.A.75.A.2;1;2;1.357858928
1730;2009;0.93;1;27;0;1;2008;2009;2008.27.A.75.A.2;1;0;1.638640048
1735;2010;1.1;1;23;0;1;2009;2010;2009.23.A.376.A.1;1;0;-0.746175995
1742;2010;1.09;1;23;0;1;2009;2010;2009.23.A.352.A.1;1;1;-0.930249387
1752;2009;1.24;2;27;0;1;2008;2009;2008.27.B.29.A.2;1;2;-0.572141072
1757;2009;1.17;1;27;1;1;2008;2011;2008.27.B.219.A.2;3;0;-1.514689514
1757;2010;1.17;1;27;1;2;2008;2011;2008.27.B.219.A.2;3;0;-1.514689514
1757;2011;1.17;1;27;0;3;2008;2011;2008.27.B.219.A.2;3;0;-1.514689514
1758;2009;1;1;27;1;1;2008;2010;2008.27.B.219.A.2;2;0;1.355310486
1758;2010;1;1;27;0;2;2008;2010;2008.27.B.219.A.2;2;0;1.355310486
1759;2009;0.96;2;27;0;1;2008;2009;2008.27.B.219.A.2;1;0;0.77533175
1770;2009;0.9;2;27;0;1;2008;2009;2008.27.B.394.A.2;1;0;2.597858928
1771;2009;0.92;1;27;0;1;2008;2009;2008.27.B.394.A.2;1;2;2.908640048
1791;2010;1.16;2;27;1;1;2009;2011;2009.27.B.35.A.2;2;0;0.431805154
1791;2011;1.16;2;27;0;2;2009;2011;2009.27.B.35.A.2;2;1;0.431805154
1792;2010;1.71;1;27;1;1;2009;2011;2009.27.B.35.A.2;2;0;-1.295885884
1792;2011;1.71;1;27;0;2;2009;2011;2009.27.B.35.A.2;2;0;-1.295885884
1794;2010;1.23;1;27;1;1;2009;2011;2009.27.B.35.A.2;2;0;0.134114116
1794;2011;1.23;1;27;0;2;2009;2011;2009.27.B.35.A.2;2;1;0.134114116
1796;2010;0.83;1;27;0;1;2009;2010;2009.27.B.140.A.2;1;1;-0.209047043
1798;2010;1.88;2;27;0;1;2009;2010;2009.27.B.140.A.2;1;0;-1.159287324
1799;2010;2.11;1;27;0;1;2009;2010;2009.27.B.140.A.2;1;0;-0.799047043
1827;2010;0.94;2;27;1;1;2009;2017;2009.27.A.17.A.1;8;2;0.93787634
1827;2011;0.94;2;27;1;2;2009;2017;2009.27.A.17.A.1;8;1;0.93787634
1827;2012;0.94;2;27;1;3;2009;2017;2009.27.A.17.A.1;8;0;0.93787634
1827;2013;0.94;2;27;1;4;2009;2017;2009.27.A.17.A.1;8;0;0.93787634
1834;2010;0.93;2;27;1;1;2009;2011;2009.27.B.163.A.1;2;0;-0.45212366
1834;2011;0.93;2;27;0;2;2009;2011;2009.27.B.163.A.1;2;0;-0.45212366
1835;2010;0.96;1;27;1;1;2009;2011;2009.27.B.163.A.1;2;2;-0.50760474
1835;2011;0.96;1;27;0;2;2009;2011;2009.27.B.163.A.1;2;0;-0.50760474
1836;2010;1;2;27;1;1;2009;2011;2009.27.B.163.A.1;2;0;-0.64212366
1836;2011;1;2;27;0;2;2009;2011;2009.27.B.163.A.1;2;0;-0.64212366
1838;2010;1.28;2;27;1;1;2009;2011;2009.27.B.171.A.1;2;0;0.059470299
1838;2011;1.28;2;27;0;2;2009;2011;2009.27.B.171.A.1;2;0;0.059470299
1839;2010;1.29;1;27;1;1;2009;2012;2009.27.B.171.A.1;3;0;-0.263936118
1839;2011;1.29;1;27;1;2;2009;2012;2009.27.B.171.A.1;3;0;-0.263936118
1839;2012;1.29;1;27;0;3;2009;2012;2009.27.B.171.A.1;3;0;-0.263936118
1848;2010;0.89;1;27;1;1;2009;2011;2009.27.B.41.A.1;2;0;-1.945486183
1848;2011;0.89;1;27;0;2;2009;2011;2009.27.B.41.A.1;2;0;-1.945486183
1849;2010;0.85;2;27;0;1;2009;2010;2009.27.B.41.A.1;1;0;-1.261547767
1874;2010;1.35;1;23;1;1;2009;2012;2009.23.A.256.A.1;3;0;-0.468964321
1874;2011;1.35;1;23;1;2;2009;2012;2009.23.A.256.A.1;3;0;-0.468964321
1874;2012;1.35;1;23;0;3;2009;2012;2009.23.A.256.A.1;3;0;-0.468964321
1888;2010;1.6;1;23;0;1;2009;2010;2009.23.A.362.A.2;1;0;1.044374679
1892;2010;1.44;1;27;1;1;2009;2011;2009.27.B.187.A.2;2;0;-3.16760474
1892;2011;1.44;1;27;0;2;2009;2011;2009.27.B.187.A.2;2;0;-3.16760474
1899;2010;1.31;2;27;1;1;2009;2011;2009.27.B.76.A.1;2;1;0.182389682
1899;2011;1.31;2;27;0;2;2009;2011;2009.27.B.76.A.1;2;1;0.182389682
1901;2010;1.25;2;27;1;1;2009;2011;2009.27.B.84.A.1;2;0;0.612611667
1901;2011;1.25;2;27;0;2;2009;2011;2009.27.B.84.A.1;2;0;0.612611667
1904;2010;1.18;2;27;1;1;2009;2011;2009.27.B.84.A.1;2;0;0.702611667
1904;2011;1.18;2;27;0;2;2009;2011;2009.27.B.84.A.1;2;0;0.702611667
1906;2010;1.15;2;27;0;1;2009;2010;2009.27.B.107.A.1;1;0;1.167858928
1908;2010;1.09;1;27;1;1;2009;2011;2009.27.B.107.A.1;2;0;0.148640048
1908;2011;1.09;1;27;0;2;2009;2011;2009.27.B.107.A.1;2;0;0.148640048
1911;2010;1.13;2;27;1;1;2009;2011;2009.27.B.171.A.2;2;0;0.902611667
1911;2011;1.13;2;27;0;2;2009;2011;2009.27.B.171.A.2;2;1;0.902611667
1913;2010;1.77;1;27;1;1;2009;2011;2009.27.B.171.A.2;2;0;1.07869103
1913;2011;1.77;1;27;0;2;2009;2011;2009.27.B.171.A.2;2;0;1.07869103
1915;2010;1.28;2;27;1;1;2009;2013;2009.27.B.67.A.1;4;1;0.35866255
1915;2011;1.28;2;27;1;2;2009;2013;2009.27.B.67.A.1;4;3;0.35866255
1915;2012;1.28;2;27;1;3;2009;2013;2009.27.B.67.A.1;4;0;0.35866255
1915;2013;1.28;2;27;0;4;2009;2013;2009.27.B.67.A.1;4;1;0.35866255
1919;2010;2.06;1;27;1;1;2009;2011;2009.27.B.67.A.1;2;0;1.436772623
1919;2011;2.06;1;27;0;2;2009;2011;2009.27.B.67.A.1;2;0;1.436772623
1920;2010;1.17;2;27;0;1;2009;2010;2009.27.B.140.A.1;1;1;1.076956464
1923;2010;0.96;2;27;1;1;2009;2012;2009.27.B.140.A.1;3;1;0.976956464
1923;2011;0.96;2;27;1;2;2009;2012;2009.27.B.140.A.1;3;1;0.976956464
1923;2012;0.96;2;27;0;3;2009;2012;2009.27.B.140.A.1;3;0;0.976956464
1924;2010;1.31;2;27;1;1;2009;2013;2009.27.B.148.A.1;4;0;1.160712676
1924;2011;1.31;2;27;1;2;2009;2013;2009.27.B.148.A.1;4;0;1.160712676
1924;2012;1.31;2;27;1;3;2009;2013;2009.27.B.148.A.1;4;0;1.160712676
1924;2013;1.31;2;27;0;4;2009;2013;2009.27.B.148.A.1;4;0;1.160712676
1930;2010;0.98;2;27;1;1;2009;2011;2009.27.B.92.A.1;2;1;-0.20212366
1930;2011;0.98;2;27;0;2;2009;2011;2009.27.B.92.A.1;2;0;-0.20212366
1942;2010;1.81;2;27;1;1;2009;2011;2009.27.B.99.A.1;2;2;0.26787634
1942;2011;1.81;2;27;0;2;2009;2011;2009.27.B.99.A.1;2;0;0.26787634
1943;2010;0.83;1;27;0;1;2009;2010;2009.27.B.99.A.1;1;0;-1.09760474
1945;2010;2.62;2;27;1;1;2009;2011;2009.27.B.99.A.1;2;0;-2.83212366
1945;2011;2.62;2;27;0;2;2009;2011;2009.27.B.99.A.1;2;0;-2.83212366
1949;2010;1.24;1;27;1;1;2009;2014;2009.27.A.17.A.2;5;0;1.133783293
1949;2011;1.24;1;27;1;2;2009;2014;2009.27.A.17.A.2;5;0;1.133783293
1949;2012;1.24;1;27;1;3;2009;2014;2009.27.A.17.A.2;5;0;1.133783293
1949;2013;1.24;1;27;1;4;2009;2014;2009.27.A.17.A.2;5;0;1.133783293
1957;2010;3.87;2;27;1;1;2009;2011;2009.27.B.75.A.1;2;1;1.649470299
1957;2011;3.87;2;27;0;2;2009;2011;2009.27.B.75.A.1;2;0;1.649470299
1961;2010;1.36;1;27;1;1;2009;2011;2009.27.B.163.A.2;2;0;1.236063882
1961;2011;1.36;1;27;0;2;2009;2011;2009.27.B.163.A.2;2;0;1.236063882
1967;2010;0.85;2;27;0;1;2009;2010;2009.27.B.90.A.2;1;0;0.154640255
1971;2010;0.92;2;27;0;1;2009;2010;2009.27.B.187.A.3;1;0;1.776956464
1986;2011;0.84;2;27;1;1;2010;2013;2010.27.A.17.A.1;3;1;1.078367387
1986;2012;0.84;2;27;1;2;2010;2013;2010.27.A.17.A.1;3;2;1.078367387
1986;2013;0.84;2;27;0;3;2010;2013;2010.27.A.17.A.1;3;2;1.078367387
1993;2011;1.44;1;27;0;1;2010;2011;2010.27.B.101.A.1;1;0;-0.543227377
1996;2011;0.88;1;27;0;1;2010;2011;2010.27.A.6.A.1;1;0;-1.074689514
1997;2011;1.19;1;27;0;1;2010;2011;2010.27.B.129.A.1;1;0;0.14542744
2011;2011;1.01;2;27;0;1;2010;2011;2010.27.A.105.A.1;1;0;0.206633963
2018;2011;0.66;1;27;1;1;2010;2012;2010.27.B.59.A.2;2;0;0.59869103
2018;2012;0.66;1;27;0;2;2010;2012;2010.27.B.59.A.2;2;0;0.59869103
2020;2011;0.67;2;27;0;1;2010;2011;2010.27.A.32.B.1;1;0;0.446956464
2022;2011;0.66;2;27;1;1;2010;2012;2010.27.B.76.A.2;2;0;0.676956464
2022;2012;0.66;2;27;0;2;2010;2012;2010.27.B.76.A.2;2;0;0.676956464
2023;2011;0.89;1;27;0;1;2010;2011;2010.27.B.32.A.1;1;0;0.459681922
2024;2011;0.86;2;27;0;1;2010;2011;2010.27.B.32.A.1;1;1;-0.99726693
2028;2011;0.68;2;27;0;1;2010;2011;2010.27.B.2.B.2;1;0;1.307858928
2032;2012;0.67;2;27;0;1;2011;2012;2011.27.A.219.A.1;1;0;-0.897338434
2033;2012;0.9;1;27;0;1;2011;2012;2011.27.B.244.A.1;1;0;-1.087675556
2055;2012;0.96;1;23;0;1;2011;2012;2011.23.A.263.A.1;1;0;0.851035679
2066;2012;0.79;1;23;1;1;2011;2014;2011.23.A.265.A.1;3;1;-0.788964321
2066;2013;0.79;1;23;1;2;2011;2014;2011.23.A.265.A.1;3;5;-0.788964321
2085;2012;1.01;2;27;1;1;2011;2014;2011.27.B.220.A.1;3;0;1.396956464
2085;2013;1.01;2;27;1;2;2011;2014;2011.27.B.220.A.1;3;1;1.396956464
2089;2012;0.85;2;27;1;1;2011;2013;2011.27.B.75.A.1;2;0;1.73273307
2089;2013;0.85;2;27;0;2;2011;2013;2011.27.B.75.A.1;2;1;1.73273307
2091;2012;0.73;1;27;1;1;2011;2014;2011.27.B.194.A.2;3;0;1.442324444
2091;2013;0.73;1;27;1;2;2011;2014;2011.27.B.194.A.2;3;0;1.442324444
2093;2012;0.81;2;27;1;1;2011;2019;2011.27.B.194.A.2;8;0;1.626956464
2093;2013;0.81;2;27;1;2;2011;2019;2011.27.B.194.A.2;8;0;1.626956464
2112;2012;0.98;2;27;0;1;2011;2012;2011.27.A.173.A.2;1;0;1.37273307
2113;2012;1.05;1;27;1;1;2011;2015;2011.27.A.173.A.2;4;1;1.489681922
2113;2013;1.05;1;27;1;2;2011;2015;2011.27.A.173.A.2;4;0;1.489681922
2120;2012;0.98;1;27;1;1;2011;2013;2011.27.B.245.A.1;2;0;0.59542744
2120;2013;0.98;1;27;0;2;2011;2013;2011.27.B.245.A.1;2;0;0.59542744
2140;2011;1.1;2;23;0;1;2010;2011;2010.23.A.265.A.1;1;0;0.856935774
2141;2011;1.42;1;23;0;1;2010;2011;2010.23.A.265.A.1;1;1;1.073824005
2142;2011;1.26;2;23;1;1;2010;2014;2010.23.A.283.A.1;4;0;0.806935774
2142;2012;1.26;2;23;1;2;2010;2014;2010.23.A.283.A.1;4;0;0.806935774
2142;2013;1.26;2;23;1;3;2010;2014;2010.23.A.283.A.1;4;6;0.806935774
2143;2011;0.9;1;23;0;1;2010;2011;2010.23.A.283.A.1;1;1;0.393824005
2147;2011;0.92;2;23;0;1;2010;2011;2010.23.A.361.A.1;1;0;0.180069768
2151;2011;1.62;1;23;1;1;2010;2012;2010.23.A.256.A.1;2;1;-1.170249387
2151;2012;1.62;1;23;0;2;2010;2012;2010.23.A.256.A.1;2;1;-1.170249387
2154;2011;2.1;2;23;1;1;2010;2012;2010.23.A.273.A.2;2;0;-0.043064226
2154;2012;2.1;2;23;0;2;2010;2012;2010.23.A.273.A.2;2;0;-0.043064226
2155;2011;2.23;1;23;0;1;2010;2011;2010.23.A.273.A.2;1;2;0.373824005
2161;2011;0.89;1;23;1;1;2010;2015;2010.23.A.279.A.1;5;1;0.071035679
2161;2012;0.89;1;23;1;2;2010;2015;2010.23.A.279.A.1;5;6;0.071035679
2161;2013;0.89;1;23;1;3;2010;2015;2010.23.A.279.A.1;5;1;0.071035679
2163;2011;1;2;23;0;1;2010;2011;2010.23.A.355.A.1;1;0;-0.903064226
2165;2011;0.84;2;23;0;1;2010;2011;2010.23.A.284.A.2;1;0;0.870069768
2167;2011;1.04;2;23;0;1;2010;2011;2010.23.A.284.A.2;1;0;0.340069768
2168;2011;0.76;1;23;1;1;2010;2014;2010.23.A.273.A.3;4;0;1.359750613
2168;2012;0.76;1;23;1;2;2010;2014;2010.23.A.273.A.3;4;0;1.359750613
2168;2013;0.76;1;23;1;3;2010;2014;2010.23.A.273.A.3;4;0;1.359750613
2169;2011;1.14;2;23;1;1;2010;2012;2010.23.A.273.A.3;2;1;2.020069768
