ID;year;date;TL;pop_size_meancentered;island_name;island_ID;brood_ID;sampling_age_days;clutch_size;sex;tarsus;mass;tarsus_agecorrected;condition;hatch_date;hatchday_meancentered;firstyear_survival;min_lifespan_days;censored;dispersal
631;2000;24.07.2000;0.62;-0.5;hestmannoey;27;2000.27.A.76.A.1;8;3;2;18.7;28;1.534537996;2.151405912;16.07.2000;29.66605972;0;76;2;0
632;2000;07.08.2000;0.86;-0.5;hestmannoey;27;2000.27.A.35.A.3;11;5;2;18.6;18.6;0.076956464;-7.008820146;27.07.2000;40.66605972;0;11;2;0
633;2000;07.08.2000;0.7;-0.5;hestmannoey;27;2000.27.A.75.A.1;10;4;1;18.1;18.3;-0.074689514;-6.110922999;28.07.2000;41.66605972;0;10;2;0
634;2001;26.07.2001;1.1;-4.5;hestmannoey;27;2001.27.A.95.A.1;12;3;1;18;22.8;-0.820318078;-1.371538083;14.07.2001;26.66605972;0;12;2;0
635;2001;26.07.2001;0.7;-4.5;hestmannoey;27;2001.27.A.95.A.1;12;3;2;19.4;27.9;0.59273307;0.371172867;14.07.2001;26.66605972;0;5;2;0
636;2001;10.07.2001;0.81;-4.5;hestmannoey;27;2001.27.B.33.A.1;12;5;1;17.7;22.3;-1.120318078;-1.153772358;28.06.2001;10.66605972;0;12;2;0
637;2001;10.07.2001;1.02;-4.5;hestmannoey;27;2001.27.B.33.A.1;12;5;1;17.4;23.6;-1.420318078;0.863409828;28.06.2001;10.66605972;0;12;2;0
638;2001;10.07.2001;1.02;-4.5;hestmannoey;27;2001.27.B.7.A.2;11;5;2;18.8;25.6;0.276956464;-0.488432867;29.06.2001;11.66605972;0;11;2;0
639;2001;10.07.2001;0.82;-4.5;hestmannoey;27;2001.27.B.7.A.2;11;5;1;15.7;16.7;-2.847675556;-1.983580165;29.06.2001;11.66605972;0;11;2;0
640;2001;12.07.2001;0.91;-4.5;hestmannoey;27;2001.27.A.75.A.2;10;6;1;20.3;29.7;2.125310486;0.006204934;02.07.2001;14.66605972;0;16;2;0
641;2001;12.07.2001;0.89;-4.5;hestmannoey;27;2001.27.A.75.A.2;10;6;2;18.5;22.5;0.34533175;-2.869111041;02.07.2001;14.66605972;0;21;2;0
642;2001;11.07.2001;0.67;-4.5;hestmannoey;27;2001.27.A.40.A.3;9;4;2;17.9;19.5;0.197858928;-4.432218004;02.07.2001;14.66605972;0;9;2;0
643;2001;11.07.2001;0.97;-4.5;hestmannoey;27;2001.27.A.40.A.3;9;4;2;21.4;27.6;3.697858928;-4.746999114;02.07.2001;14.66605972;0;9;2;0
644;2001;12.07.2001;0.71;-4.5;hestmannoey;27;2001.27.A.40.A.3;10;4;2;16.3;18.5;-1.85466825;-1.611914646;02.07.2001;14.66605972;0;10;2;0
645;2007;11.07.2007;1.1;69.5;hestmannoey;27;2007.27.B.394.A.2;11;6;2;19.95;26;1.426956464;-2.85123903;04.07.2007;16.66605972;0;37;2;0
646;2007;11.07.2007;0.97;69.5;hestmannoey;27;2007.27.B.394.A.2;11;6;2;20.49;26.4;1.966956464;-3.751515244;04.07.2007;16.66605972;1;322;2;0
647;2007;11.07.2007;0.74;69.5;hestmannoey;27;2007.27.B.246.A.1;9;6;2;20.14;30;2.437858928;0.691471961;06.07.2007;18.66605972;1;359;2;0
648;2007;15.07.2007;0.89;69.5;hestmannoey;27;2007.27.B.26.A.1;10;5;1;19.45;26.6;1.275310486;-1.048965349;05.07.2007;17.66605972;0;10;2;0
649;2007;15.07.2007;0.93;69.5;hestmannoey;27;2007.27.B.26.A.1;10;5;1;20.28;24.6;2.105310486;-5.04562761;05.07.2007;17.66605972;0;10;2;0
650;2007;15.07.2007;0.85;69.5;hestmannoey;27;2007.27.B.26.A.1;10;5;1;20.43;26.7;2.255310486;-3.306946743;05.07.2007;17.66605972;0;10;2;0
651;2007;15.07.2007;0.9;69.5;hestmannoey;27;2007.27.B.26.A.1;10;5;1;17.6;13;-0.574689514;-10.21464679;05.07.2007;17.66605972;0;10;2;0
652;2007;14.07.2007;0.97;69.5;hestmannoey;27;2007.27.B.115.A.1;11;6;1;18;19;-0.547675556;-5.171538083;08.07.2007;20.66605972;0;11;2;0
653;2007;19.07.2007;1.33;69.5;hestmannoey;27;2007.27.B.115.A.1;11;6;2;19.23;26.5;0.706956464;-0.620478443;08.07.2007;20.66605972;0;32;2;0
654;2007;14.07.2007;1.09;69.5;hestmannoey;27;2007.27.B.115.A.1;11;6;1;19.81;30.8;1.262324444;2.285560991;08.07.2007;20.66605972;0;11;2;0
655;2007;15.07.2007;0.89;69.5;hestmannoey;27;2007.27.B.223.A.2;12;3;2;19.7;30.5;0.89273307;2.250100428;10.07.2007;22.66605972;0;12;2;0
656;2007;15.07.2007;1.15;69.5;hestmannoey;27;2007.27.B.223.A.2;12;3;2;18.99;28.8;0.18273307;2.255694824;10.07.2007;22.66605972;0;12;2;0
657;2007;15.07.2007;0.85;69.5;hestmannoey;27;2007.27.B.223.A.2;12;3;2;19.65;29;0.84273307;0.870319691;10.07.2007;22.66605972;0;12;2;0
658;2007;15.07.2007;0.88;69.5;hestmannoey;27;2007.27.B.209.A.2;12;5;2;19.88;30;1.07273307;1.317176866;10.07.2007;22.66605972;0;12;2;0
659;2007;15.07.2007;0.78;69.5;hestmannoey;27;2007.27.B.209.A.2;12;5;2;20.33;31;1.52273307;1.233948888;10.07.2007;22.66605972;0;12;2;0
660;2007;15.07.2007;0.65;69.5;hestmannoey;27;2007.27.B.209.A.2;12;5;1;20.12;30;1.299681922;0.739618668;10.07.2007;22.66605972;0;80;2;0
661;2007;17.07.2007;1.42;69.5;hestmannoey;27;2007.27.B.102.A.2;10;5;2;18.84;25.5;0.68533175;-0.684386533;12.07.2007;24.66605972;0;10;2;0
662;2007;17.07.2007;2.98;69.5;hestmannoey;27;2007.27.B.102.A.2;10;5;2;19.59;30.7;1.43533175;2.714561411;12.07.2007;24.66605972;0;29;2;0
663;2007;17.07.2007;1.03;69.5;hestmannoey;27;2007.27.B.104.A.2;10;6;2;19.37;29.7;1.21533175;2.243248017;12.07.2007;24.66605972;0;29;2;0
664;2007;26.07.2007;0.68;69.5;hestmannoey;27;2007.27.B.124.A.2;12;6;1;19.98;29.6;1.159681922;0.676573003;14.07.2007;26.66605972;0;107;2;0
665;2007;19.07.2007;0.96;69.5;hestmannoey;27;2007.27.B.124.A.2;5;6;2;NA;NA;NA;NA;14.07.2007;26.66605972;0;5;2;0
666;2007;26.07.2007;0.86;69.5;hestmannoey;27;2007.27.B.124.A.2;12;6;2;19.73;29.2;0.92273307;0.877961089;14.07.2007;26.66605972;0;12;2;0
667;2007;26.07.2007;0.92;69.5;hestmannoey;27;2007.27.B.124.A.2;12;6;1;20.3;30;1.479681922;0.306204934;14.07.2007;26.66605972;0;12;2;0
668;2007;26.07.2007;0.92;69.5;hestmannoey;27;2007.27.B.124.A.2;12;6;1;20.34;30.2;1.519681922;0.409862243;14.07.2007;26.66605972;0;71;2;0
669;2001;16.07.2001;0.83;-4.5;hestmannoey;27;2001.27.A.1.A.3;12;5;2;19.7;27;0.89273307;-1.249899572;04.07.2001;16.66605972;0;16;2;0
670;2001;16.07.2001;0.98;-4.5;hestmannoey;27;2001.27.A.1.A.3;12;5;2;19;27.5;0.19273307;0.931695061;04.07.2001;16.66605972;0;95;2;0
671;2001;16.07.2001;0.63;-4.5;hestmannoey;27;2001.27.A.1.A.3;12;5;2;20.1;27.2;1.29273307;-2.012237218;04.07.2001;16.66605972;1;1567;2;0
672;2001;29.07.2001;0.89;-4.5;hestmannoey;27;2001.27.B.84.A.2;10;4;1;19.6;29.4;1.425310486;1.390522745;19.07.2001;31.66605972;0;10;2;0
673;2001;29.07.2001;0.92;-4.5;hestmannoey;27;2001.27.B.84.A.2;10;4;1;19.1;26.8;0.925310486;-0.008338231;19.07.2001;31.66605972;1;333;2;0
674;2001;01.08.2001;0.72;-4.5;hestmannoey;27;2001.27.B.20.A.1;11;4;1;18.7;26.3;0.152324444;0.451405912;21.07.2001;33.66605972;0;11;2;0
675;2001;01.08.2001;0.72;-4.5;hestmannoey;27;2001.27.B.20.A.1;11;4;2;18.5;24.4;-0.023043536;-0.969111041;21.07.2001;33.66605972;1;3288;2;0
676;2001;29.07.2001;0.98;-4.5;hestmannoey;27;2001.27.B.87.A.3;12;7;2;17.5;18.8;-1.30726693;-4.175586063;17.07.2001;29.66605972;0;12;2;0
677;2001;29.07.2001;0.83;-4.5;hestmannoey;27;2001.27.B.87.A.3;12;7;1;16.1;15.4;-2.720318078;-4.235543802;17.07.2001;29.66605972;0;12;2;0
678;2001;29.07.2001;0.85;-4.5;hestmannoey;27;2001.27.B.87.A.3;12;7;2;18.4;26.8;-0.40726693;1.670533225;17.07.2001;29.66605972;0;80;2;0
679;2002;20.05.2002;1.17;-49.5;hestmannoey;27;2002.27.B.201.A.1;8;6;1;18.2;25.5;1.072313131;0.849627247;12.05.2002;-36.33394028;0;9;2;0
680;2002;20.05.2002;1;-49.5;hestmannoey;27;2002.27.B.201.A.1;8;6;1;17.4;23.3;0.272313131;0.563409828;12.05.2002;-36.33394028;0;28;2;0
681;2002;30.05.2002;1.03;-49.5;hestmannoey;27;2002.27.B.210.A.1;10;2;1;19.7;25.4;1.525310486;-2.849899572;20.05.2002;-28.33394028;0;10;2;0
682;2002;30.05.2002;1.02;-49.5;hestmannoey;27;2002.27.A.207.A.1;9;6;1;18.28;27.8;0.578640048;2.95802076;21.05.2002;-27.33394028;0;9;2;0
683;2002;30.05.2002;0.78;-49.5;hestmannoey;27;2002.27.A.207.A.1;9;6;2;19.32;27.7;1.617858928;0.363360298;21.05.2002;-27.33394028;0;9;2;0
684;2002;30.05.2002;1.1;-49.5;hestmannoey;27;2002.27.A.207.A.1;9;6;2;16.34;19.3;-1.362141072;-0.907219936;21.05.2002;-27.33394028;0;9;2;0
685;2002;30.05.2002;1.04;-49.5;hestmannoey;27;2002.27.A.207.A.1;9;6;1;19.25;28.2;1.548640048;1.03149026;21.05.2002;-27.33394028;0;9;2;0
686;2002;30.05.2002;0.95;-49.5;hestmannoey;27;2002.27.A.207.A.1;9;6;2;19.2;28.3;1.497858928;1.251563639;21.05.2002;-27.33394028;0;9;2;0
687;2002;04.06.2002;1.15;-49.5;hestmannoey;27;2002.27.A.145.A.1;11;2;1;17.8;25;-0.747675556;1.307037238;24.05.2002;-24.33394028;1;346;2;0
688;2002;04.06.2002;0.92;-49.5;hestmannoey;27;2002.27.A.145.A.1;11;2;2;19.4;28.2;0.876956464;0.671172867;24.05.2002;-24.33394028;0;11;2;0
689;2002;28.05.2002;1.14;-49.5;hestmannoey;27;2002.27.A.40.A.1;11;5;2;19.23;29.8;0.706956464;2.679521557;17.05.2002;-31.33394028;1;746;2;0
690;2002;28.05.2002;0.9;-49.5;hestmannoey;27;2002.27.A.53.A.1;12;6;1;19.59;29;0.769681922;1.014561411;16.05.2002;-32.33394028;0;12;2;0
691;2002;28.05.2002;1.01;-49.5;hestmannoey;27;2002.27.A.53.A.1;12;6;2;19.64;30.2;0.83273307;2.094361599;16.05.2002;-32.33394028;0;12;2;0
692;2002;28.05.2002;1.02;-49.5;hestmannoey;27;2002.27.A.53.A.1;12;6;2;19.49;28;0.68273307;0.254912407;16.05.2002;-32.33394028;0;80;2;0
693;2002;30.05.2002;1.49;-49.5;hestmannoey;27;2002.27.A.207.A.1;9;6;1;13.8;10.6;-3.901359952;-3.575919894;21.05.2002;-27.33394028;0;9;2;0
694;2002;30.05.2002;1.23;-49.5;hestmannoey;27;2002.27.A.205.A.1;8;6;2;14.6;15.4;-2.565462004;-0.671029261;22.05.2002;-26.33394028;0;66;2;0
695;2002;30.05.2002;1.1;-49.5;hestmannoey;27;2002.27.A.205.A.1;8;6;1;15.15;16.2;-1.977686869;-1.176324045;22.05.2002;-26.33394028;0;8;2;0
696;2002;30.05.2002;0.98;-49.5;hestmannoey;27;2002.27.A.205.A.1;8;6;2;15.52;20.1;-1.645462004;1.84446502;22.05.2002;-26.33394028;0;8;2;0
697;2002;30.05.2002;1.88;-49.5;hestmannoey;27;2002.27.A.205.A.1;8;6;2;14.65;15.9;-2.515462004;-0.289611376;22.05.2002;-26.33394028;0;8;2;0
698;2002;30.05.2002;0.77;-49.5;hestmannoey;27;2002.27.A.205.A.1;8;6;1;16.3;21.3;-0.827686869;1.188085354;22.05.2002;-26.33394028;1;1256;2;0
699;2002;11.06.2002;1.01;-49.5;hestmannoey;27;2002.27.B.4.A.1;11;6;1;18.83;21.6;0.282324444;-4.560397144;31.05.2002;-17.33394028;0;11;2;0
700;2002;11.06.2002;0.8;-49.5;hestmannoey;27;2002.27.B.4.A.1;11;6;1;18.5;14.7;-0.047675556;-10.66911104;31.05.2002;-17.33394028;0;11;2;0
701;2002;11.06.2002;1.11;-49.5;hestmannoey;27;2002.27.B.4.A.1;11;6;1;19.18;22;0.632324444;-5.000411548;31.05.2002;-17.33394028;0;11;2;0
702;2002;11.06.2002;0.97;-49.5;hestmannoey;27;2002.27.B.4.A.1;11;6;2;18.88;22.2;0.356956464;-4.080350574;31.05.2002;-17.33394028;0;11;2;0
703;2002;11.06.2002;0.82;-49.5;hestmannoey;27;2002.27.B.4.A.1;11;6;1;18.8;22.3;0.252324444;-3.788432867;31.05.2002;-17.33394028;0;11;2;0
704;2002;19.06.2002;0.9;-49.5;hestmannoey;27;2002.27.A.32.A.2;11;6;2;20;28.4;1.476956464;-0.57155555;08.06.2002;-9.333940277;0;11;2;0
705;2002;19.06.2002;0.91;-49.5;hestmannoey;27;2002.27.B.203.A.2;11;4;2;18.2;24.8;-0.323043536;0.149627247;08.06.2002;-9.333940277;0;11;2;0
706;2002;19.06.2002;0.75;-49.5;hestmannoey;27;2002.27.B.203.A.2;11;4;2;19.6;30.7;1.076956464;2.690522745;08.06.2002;-9.333940277;0;11;2;0
707;2002;19.06.2002;0.81;-49.5;hestmannoey;27;2002.27.B.203.A.2;11;4;1;18.9;25.3;0.352324444;-1.028336484;08.06.2002;-9.333940277;0;11;2;0
708;2002;19.06.2002;0.81;-49.5;hestmannoey;27;2002.27.B.203.A.2;11;4;1;19.5;29;0.952324444;1.230880225;08.06.2002;-9.333940277;0;11;2;0
709;2002;19.06.2002;0.89;-49.5;hestmannoey;27;2002.27.B.214.A.1;11;4;1;19;24.4;0.452324444;-2.168304939;08.06.2002;-9.333940277;0;11;2;0
710;2002;19.06.2002;1.01;-49.5;hestmannoey;27;2002.27.B.214.A.1;11;4;1;19.1;26.2;0.552324444;-0.608338231;08.06.2002;-9.333940277;0;111;2;0
711;2002;19.06.2002;1.09;-49.5;hestmannoey;27;2002.27.B.214.A.1;11;4;1;18.7;25.7;0.152324444;-0.148594088;08.06.2002;-9.333940277;0;11;2;0
712;2002;19.06.2002;0.99;-49.5;hestmannoey;27;2002.27.B.213.A.1;10;5;1;19.3;29.4;1.125310486;2.111400672;09.06.2002;-8.333940277;0;10;2;0
713;2002;19.06.2002;0.97;-49.5;hestmannoey;27;2002.27.B.213.A.1;10;5;2;18.7;24.6;0.54533175;-1.248594088;09.06.2002;-8.333940277;0;10;2;0
714;2002;19.06.2002;0.91;-49.5;hestmannoey;27;2002.27.B.213.A.1;10;5;2;19.9;27.8;1.74533175;-0.93093872;09.06.2002;-8.333940277;0;10;2;0
715;2002;19.06.2002;0.82;-49.5;hestmannoey;27;2002.27.B.213.A.1;10;5;2;19.7;27.5;1.54533175;-0.749899572;09.06.2002;-8.333940277;0;10;2;0
716;2002;19.06.2002;0.62;-49.5;hestmannoey;27;2002.27.B.84.A.2;10;6;2;18.8;24.1;0.64533175;-1.988432867;09.06.2002;-8.333940277;0;10;2;0
717;2002;19.06.2002;0.79;-49.5;hestmannoey;27;2002.27.B.84.A.2;10;6;1;19.2;27.4;1.025310486;0.351563639;09.06.2002;-8.333940277;0;120;2;0
718;2002;19.06.2002;1.43;-49.5;hestmannoey;27;2002.27.B.84.A.2;10;6;1;18.6;26.1;0.425310486;0.491179854;09.06.2002;-8.333940277;0;10;2;0
719;2002;19.06.2002;1.12;-49.5;hestmannoey;27;2002.27.B.84.A.2;10;6;1;20;26.7;1.825310486;-2.27155555;09.06.2002;-8.333940277;0;10;2;0
720;2002;18.05.2002;0.74;-49.5;hestmannoey;27;2002.27.B.203.A.1;13;4;2;19.1;30.1;0.092661566;3.291661769;05.05.2002;-43.33394028;0;88;2;0
721;2002;18.05.2002;1.15;-49.5;hestmannoey;27;2002.27.B.203.A.1;13;4;1;19.6;27.8;0.607382921;-0.209477255;05.05.2002;-43.33394028;0;13;2;0
722;2002;18.05.2002;0.79;-49.5;hestmannoey;27;2002.27.B.203.A.1;13;4;1;20.6;29.3;1.607382921;-1.116618119;05.05.2002;-43.33394028;1;1451;2;1
723;2002;18.05.2002;1.13;-49.5;hestmannoey;27;2002.27.B.203.A.1;13;4;2;19.8;26.4;0.792661566;-2.090386727;05.05.2002;-43.33394028;0;13;2;0
724;2002;20.05.2002;1.27;-49.5;hestmannoey;27;2002.27.B.201.A.1;8;6;2;19;28;1.834537996;1.431695061;12.05.2002;-36.33394028;0;9;2;0
725;2002;20.05.2002;1.16;-49.5;hestmannoey;27;2002.27.B.201.A.1;8;6;2;18.4;26.2;1.234537996;1.070533225;12.05.2002;-36.33394028;0;9;2;0
726;2002;20.05.2002;1.06;-49.5;hestmannoey;27;2002.27.B.201.A.1;8;6;1;13.4;13;-3.727686869;-0.229921311;12.05.2002;-36.33394028;0;9;2;0
727;2002;11.06.2002;0.77;-49.5;hestmannoey;27;2002.27.B.7.A.1;9;7;1;19.31;21.6;1.608640048;-5.712619191;02.06.2002;-15.33394028;0;9;2;0
728;2002;11.06.2002;1.13;-49.5;hestmannoey;27;2002.27.B.7.A.1;9;7;2;19.42;28.4;1.717858928;0.823119526;02.06.2002;-15.33394028;0;9;2;0
729;2002;11.06.2002;1;-49.5;hestmannoey;27;2002.27.B.7.A.1;9;7;1;19.53;29.7;1.828640048;1.858779789;02.06.2002;-15.33394028;1;399;2;0
730;2002;11.06.2002;1.18;-49.5;hestmannoey;27;2002.27.B.7.A.1;9;7;2;20.41;30;2.707858928;0.04123757;02.06.2002;-15.33394028;0;9;2;0
731;2002;30.06.2002;0.95;-49.5;hestmannoey;27;2002.27.B.200.A.2;13;8;1;18.5;27.5;-0.492617079;2.130888959;17.06.2002;-0.333940277;0;13;2;0
732;2002;03.07.2002;0.89;-49.5;hestmannoey;27;2002.27.A.40.A.2;14;6;2;19.4;28.4;0.276741954;0.871172867;19.06.2002;1.666059723;0;14;2;0
733;2002;03.07.2002;0.97;-49.5;hestmannoey;27;2002.27.A.40.A.2;14;6;2;20.4;28.5;1.276741954;-1.434671246;19.06.2002;1.666059723;0;14;2;0
734;2002;03.07.2002;1;-49.5;hestmannoey;27;2002.27.A.40.A.2;14;6;2;18.4;27.4;-0.723258046;2.270533225;19.06.2002;1.666059723;0;14;2;0
735;2002;30.06.2002;0.89;-49.5;hestmannoey;27;2002.27.B.200.A.2;13;8;2;19.2;28;0.192661566;0.951563639;17.06.2002;-0.333940277;0;13;2;0
736;2002;30.06.2002;0.875;-49.5;hestmannoey;27;2002.27.B.200.A.2;13;8;1;19;26.6;0.007382921;0.031695061;17.06.2002;-0.333940277;0;47;2;0
737;2002;30.06.2002;0.81;-49.5;hestmannoey;27;2002.27.B.200.A.2;13;8;2;17.4;22.6;-1.607338434;-0.136590172;17.06.2002;-0.333940277;1;334;2;0
738;2002;30.06.2002;0.97;-49.5;hestmannoey;27;2002.27.B.200.A.2;13;8;1;17.2;22.1;-1.792617079;-0.158792902;17.06.2002;-0.333940277;0;108;2;0
739;2002;05.07.2002;0.95;-49.5;hestmannoey;27;2002.27.A.35.A.1;9;5;1;19;34.4;1.298640048;7.831695061;26.06.2002;8.666059723;0;9;2;0
740;2002;05.07.2002;1.08;-49.5;hestmannoey;27;2002.27.A.35.A.1;9;5;2;19.9;31.9;2.197858928;3.16906128;26.06.2002;8.666059723;1;401;2;0
741;2002;05.07.2002;0.87;-49.5;hestmannoey;27;2002.27.A.35.A.1;9;5;1;19.2;31.5;1.498640048;4.451563639;26.06.2002;8.666059723;0;9;2;0
742;2002;06.07.2002;0.8;-49.5;hestmannoey;27;2002.27.A.27.A.1;9;6;2;17.97;25.7;0.267858928;1.600264749;27.06.2002;9.666059723;0;9;2;0
743;2002;06.07.2002;0.71;-49.5;hestmannoey;27;2002.27.A.207.A.2;9;6;1;20.31;26.5;2.608640048;-3.217879766;27.06.2002;9.666059723;1;765;2;0
744;2002;06.07.2002;1.07;-49.5;hestmannoey;27;2002.27.A.207.A.2;9;6;1;20.58;29.5;2.878640048;-0.868411761;27.06.2002;9.666059723;0;9;2;0
745;2002;06.07.2002;1.1;-49.5;hestmannoey;27;2002.27.A.207.A.2;9;6;1;20;28.2;2.298640048;-0.77155555;27.06.2002;9.666059723;0;9;2;0
746;2002;06.07.2002;0.9;-49.5;hestmannoey;27;2002.27.A.207.A.2;9;6;2;20;28.5;2.297858928;-0.47155555;27.06.2002;9.666059723;1;1845;2;0
747;2002;04.08.2002;1.03;-49.5;hestmannoey;27;2002.27.A.40.A.3;9;5;1;18.63;27.5;0.928640048;1.81925448;26.07.2002;38.66605972;0;9;2;0
748;2002;04.08.2002;1.16;-49.5;hestmannoey;27;2002.27.A.40.A.3;9;5;1;19.35;29.5;1.648640048;2.091294874;26.07.2002;38.66605972;1;782;2;0
749;2002;04.08.2002;1.13;-49.5;hestmannoey;27;2002.27.A.40.A.3;9;5;1;18.15;25.2;0.448640048;0.669360228;26.07.2002;38.66605972;0;9;2;0
750;2002;04.08.2002;1.07;-49.5;hestmannoey;27;2002.27.A.40.A.3;9;5;2;15;13.8;-2.702141072;-3.220140046;26.07.2002;38.66605972;0;9;2;0
751;2002;08.08.2002;0.97;-49.5;hestmannoey;27;2002.27.A.207.A.3;8;4;1;18.39;28.2;1.262313131;3.094494086;31.07.2002;43.66605972;0;8;2;0
752;2002;08.08.2002;1.02;-49.5;hestmannoey;27;2002.27.A.207.A.3;8;4;1;17.69;26.5;0.562313131;3.070143116;31.07.2002;43.66605972;1;361;2;0
753;2002;08.08.2002;0.98;-49.5;hestmannoey;27;2002.27.A.207.A.3;8;4;2;15;22;-2.165462004;4.979859954;31.07.2002;43.66605972;0;8;2;0
754;2002;08.08.2002;1.01;-49.5;hestmannoey;27;2002.27.A.207.A.3;8;4;2;18.63;27.8;1.464537996;2.11925448;31.07.2002;43.66605972;0;8;2;0
755;2002;13.07.2002;0.98;-49.5;hestmannoey;27;2002.27.B.501.A.1;10;3;2;19.85;31;1.69533175;2.389345381;03.07.2002;15.66605972;1;307;2;0
756;2002;13.07.2002;0.71;-49.5;hestmannoey;27;2002.27.B.501.A.1;10;3;1;19.85;29.3;1.675310486;0.689345381;03.07.2002;15.66605972;1;345;2;0
757;2002;18.07.2002;0.94;-49.5;hestmannoey;27;2002.27.A.75.A.1;9;5;1;19.73;26.2;2.028640048;-2.122038911;09.07.2002;21.66605972;0;9;2;0
758;2002;18.07.2002;0.89;-49.5;hestmannoey;27;2002.27.A.75.A.1;9;5;1;17.15;29.2;-0.551359952;7.060615892;09.07.2002;21.66605972;0;9;2;0
759;2002;18.07.2002;1.18;-49.5;hestmannoey;27;2002.27.A.75.A.1;9;5;2;16.79;21.5;-0.912141072;0.219880708;09.07.2002;21.66605972;0;9;2;0
760;2002;20.07.2002;0.79;-49.5;hestmannoey;27;2002.27.B.7.A.2;9;5;1;18.45;28.8;0.748640048;3.550719197;11.07.2002;23.66605972;1;1200;2;0
761;2002;21.07.2002;1;-49.5;hestmannoey;27;2002.27.A.703.A.1;12;4;1;19.75;31.8;0.929681922;3.429864955;09.07.2002;21.66605972;1;808;2;0
762;2002;21.07.2002;1.04;-49.5;hestmannoey;27;2002.27.A.703.A.1;12;4;1;20.03;31;1.209681922;1.956246758;09.07.2002;21.66605972;1;299;2;0
763;2002;21.07.2002;0.95;-49.5;hestmannoey;27;2002.27.A.703.A.1;12;4;1;18.62;26.5;-0.200318078;0.843230253;09.07.2002;21.66605972;1;377;2;0
764;2002;21.07.2002;0.69;-49.5;hestmannoey;27;2002.27.A.703.A.1;12;4;2;19.67;NA;0.86273307;NA;09.07.2002;21.66605972;0;12;2;0
765;2002;22.07.2002;0.81;-49.5;hestmannoey;27;2002.27.B.203.A.3;9;5;2;16.64;21.8;-1.062141072;0.877659711;13.07.2002;25.66605972;0;9;2;0
766;2002;22.07.2002;1.2;-49.5;hestmannoey;27;2002.27.B.203.A.3;9;5;1;20.08;28.4;2.378640048;-0.764095697;13.07.2002;25.66605972;1;450;2;0
767;2002;22.07.2002;0.72;-49.5;hestmannoey;27;2002.27.B.203.A.3;9;5;2;18.4;25.5;0.697858928;0.370533225;13.07.2002;25.66605972;0;24;2;0
768;2002;22.07.2002;0.94;-49.5;hestmannoey;27;2002.27.B.203.A.3;9;5;1;19.51;28.3;1.808640048;0.506847395;13.07.2002;25.66605972;1;451;2;0
769;2002;26.07.2002;1.12;-49.5;hestmannoey;27;2002.27.B.213.A.2;11;5;1;20.18;31.1;1.632324444;1.695170765;17.07.2002;29.66605972;0;19;2;0
770;2002;26.07.2002;0.87;-49.5;hestmannoey;27;2002.27.B.213.A.2;11;5;2;20.5;29.6;1.976956464;-0.575612264;17.07.2002;29.66605972;1;1223;2;0
771;2002;26.07.2002;1.03;-49.5;hestmannoey;27;2002.27.B.213.A.2;11;5;2;20.14;29.2;1.616956464;-0.108528039;17.07.2002;29.66605972;0;72;2;0
772;2002;26.07.2002;0.89;-49.5;hestmannoey;27;2002.27.B.213.A.2;11;5;2;20.09;26;1.566956464;-3.188166133;17.07.2002;29.66605972;1;668;2;0
773;2002;30.07.2002;0.98;-49.5;hestmannoey;27;2002.27.B.215.A.2;11;3;1;19.69;29.4;1.142324444;1.174145577;19.07.2002;31.66605972;0;11;2;0
774;2002;30.07.2002;1.09;-49.5;hestmannoey;27;2002.27.B.215.A.2;11;3;1;20.14;28.3;1.592324444;-1.008528039;19.07.2002;31.66605972;0;70;2;0
775;2002;30.07.2002;0.94;-49.5;hestmannoey;27;2002.27.B.215.A.2;11;3;2;19.7;26.1;1.176956464;-2.149899572;19.07.2002;31.66605972;0;17;2;0
776;2003;14.07.2003;1.27;-24.5;hestmannoey;27;2003.27.B.230.A.1;8;2;1;18.38;25.5;1.252313131;0.418454298;06.07.2003;18.66605972;0;92;2;0
777;2003;14.07.2003;1.14;-24.5;hestmannoey;27;2003.27.B.230.A.1;8;2;2;19.05;27.2;1.884537996;0.51168652;06.07.2003;18.66605972;1;1924;2;0
778;2003;14.07.2003;1.19;-24.5;hestmannoey;27;2003.27.B.205.A.2;13;2;1;20.48;29.6;1.487382921;-0.527418873;01.07.2003;13.66605972;0;92;2;0
779;2003;14.07.2003;1.08;-24.5;hestmannoey;27;2003.27.B.205.A.2;13;2;1;19.91;29;0.917382921;0.245002515;01.07.2003;13.66605972;0;13;2;0
780;2003;15.07.2003;1.16;-24.5;hestmannoey;27;2003.27.B.206.A.2;14;5;2;19.55;30.8;0.426741954;2.91070959;01.07.2003;13.66605972;0;14;2;0
781;2003;15.07.2003;0.81;-24.5;hestmannoey;27;2003.27.B.248.A.1;9;3;2;18.34;18.5;0.637858928;-6.485711336;06.07.2003;18.66605972;0;9;2;0
782;2003;15.07.2003;0.96;-24.5;hestmannoey;27;2003.27.B.248.A.1;9;3;2;19.4;22.6;1.697858928;-4.928827133;06.07.2003;18.66605972;0;21;2;0
783;2003;15.07.2003;0.77;-24.5;hestmannoey;27;2003.27.B.248.A.1;9;3;2;19.23;NA;1.527858928;NA;06.07.2003;18.66605972;0;9;2;0
